video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
FGnGLqLXrTk,Ajankoro Dugbedugbe Part 2 - Yoruba Movie 2024 Epic Ibrahim Chatta | Ronke Odusanya | Mubo Lawal,"Dugbedugbe was unjustly sent on exile by the King after conquering a major enemy. The King's hasty decision without appropriately consulting Ifa might be his undoing. 

FOLLOW on IG. TW and FB: @OFFICIALYORUBAHOODTV",2024-07-26T15:00:21Z,UC3BYT_REpOi_DNhluVO2ndw,Yorubahood,24,"['Yoruba 2024 Latest Movies', 'Newly Uploaded 2024 Yoruba Movies', 'Yoruba Movies 2024 New Release', 'Latest Yoruba 2024 Movies', 'Latest Yoruba Movie 2024', 'Latest Yoruba Movie 2024 Release', 'Latest Yoruba Movie 2024 Release This Week', '2024 Latest Yoruba Blockbuster Movie', '2024 Latest Yoruba Movie', 'Latest 2024 Yoruba Movie', 'Trending 2024 Yoruba Movies', 'New Yoruba Movies 2024', 'OTA KAN Latest Yoruba Movie 2024', 'Anike Omo Agba 2 - Yoruba Movie 2024 Drama', 'Recently Uploaded Yoruba Movie 2024']",PT1H32M7S,hd,false,430018,4193,0,0,269
P9cgWeoPYaA,"Crypto Tokens Explained — Utility and Security Tokens, NFTs, Memecoins","🔥 Explore crypto basics with HOT:
- What are Tokens 
- Utility and Security Tokens
- NFTs
- Meme Coins

Subscribe to stay updated and learn more about crypto 🚀

➡️ Start mining HOT: https://t.me/herewalletbot 
➡️ Learn more: https://hotdao.ai 

#blockchain #simplyexplained #crypto #bitcoin #cryptocurrency #cryptotoken #token #nft #memcoin 

DISCLAIMER
The content provided on the HOT DAO social media accounts is not intended to be financial advice. The videos and information shared are for educational and entertainment purposes only.  Cryptocurrencies involve significant risks, and it is crucial that you conduct your own research before making any investment decisions.",2024-07-31T13:17:32Z,UCZHe9Al48-PExRfFO0SVsqQ,HOT Protocol,28,"['Hot wallet', 'crypto', 'cryptocurrency', 'blockchain', 'digital currency', 'Web3', 'crypto wallet', 'Crypto Technology', 'token', 'bitcoin mining', 'btc', 'crypto coin', 'crypto for beginners', 'crypto mining', 'bitcoin', 'simply explained', 'crypto explained', 'crypto world', 'ethereum', 'blockchain technology', 'crypto basics', 'what is blockchain', 'what is crypto', 'blockchain tutorial', 'blockchain explained', 'how to make money with crypto', 'memecoin', 'crypto market', 'cryptocurrency explained', 'how to make money', 'pepe']",PT3M17S,hd,false,995086,45808,0,0,1999
IgpmCan61pQ,"WOSI WOSI - Latest 2024 Romantic Movie Drama Starring Wunmi Ajiboye, Mimisola Daniels, Ayo Olaiya","A story of lost love, deception, and a changed destiny.Indeed, we ought to let sleeping dogs rest.Sometimes hunting for what is not lost can lead to losing everything.

Watch out for this latest Yoruba Drama movie; WOSI WOSI. Showing Now on Youtube.com/yorubaplay 

STARRING
Wunmi Ajiboye
Mimisola Daniels
Ayo Olaiya
Sunny Akinfe
Khadijat Adeola
Fausat Balogun

 PRODUCER
Toyin Moore

EXECUTIVE PRODUCER
Sunny George Akinfe

POWERED BY
Adekaz Productions

#yorubaplay #wumiajiboye #ayoolaiya #khadijatadeola",2024-08-02T17:18:24Z,UCK2-495cMvdhaMqXcLlgmcg,YORUBAPLAY,24,"['Nigerian movie', 'Nollywood movies', 'Latest movies', 'Full movie', 'Free movies', 'Home video', 'African movies', 'Free 2020 Yoruba movies', 'Watch Yoruba free movies', 'Irokotv', 'Congatv', 'Okintv', 'Libratv', 'Download movies', 'New movies', 'Trending', 'Trending Movies', 'Blockbuster movies', 'Hot movies', 'Nigerian actor', 'Nigerian actress', 'Yoruba movies', '2020 Movie', 'apatatv', 'ibakatv', 'Apatatvplus', '2024', 'Ewuro']",PT1H46M54S,hd,false,121352,1118,0,0,81
KwNbcmwv0Xo,SABINUS PICKS UP ELDER AFTER HE BOOKS SABI RIDE 2024 SABI RIDE EPISODE 12,,2024-07-27T07:50:18Z,UCZKveEdM9fe6mFR6Epth2TA,Oga Sabinus,23,[],PT26M59S,hd,false,479131,15783,0,0,1319
1af7esCt-Yc,Perfect pass 😤 #worldathleticschamps #running #sports #usa #relay,"Subscribe to our channel - https://www.youtube.com/worldathletics

⭐️ Watch exclusive videos on Inside Track - https://worldathletics.org/videos ⭐️

⭐️ Follow us on Twitter - https://twitter.com/WorldAthletics ⭐️

⭐️ Follow us on Facebook - https://www.facebook.com/WorldAthletics/ ⭐️

⭐️ Follow us on Instagram - https://www.instagram.com/worldathletics/ ⭐️

⭐️ Follow us on TikTok - https://www.tiktok.com/@worldathletics/ ⭐️

Make sure you subscribe for athletics highlights, interviews with the athletes, training tips and more!",2024-07-31T22:00:01Z,UCQk7fWv15ChjMJLCRVmtApw,World Athletics,17,"['World Athletics', 'worldAthletics', 'IAAF', 'Athletics', 'World Championships', 'track and field']",PT16S,hd,false,6203364,244290,0,0,2225
-o2KWNPf180,MID NIGHT PRAYER COMMANDING THE DAY. 04-08-2024,MID NIGHT PRAYER COMMANDING THE DAY. 04-08-2024,2024-08-04T22:54:41Z,UC0pFEFO86OwhVUcqAQ4ICjQ,Dunamis TV,29,"['drpaulenenche', 'drbeckyenenche', 'dunamis', 'theglorydome', 'faith', 'church', 'revivaltoday']",PT47M54S,hd,false,237307,6672,0,0,1504
Z8MF5R_iGW8,Heroic SDRF Jawan Rescues Drowning Man in Haridwar #ViralVideo #Shorts,"Uttarakhand Police and SDRF personnel successfully saved a man caught in the powerful waves of the Ganges at Kangra Ghats, Haridwar. Watch this viral video capturing the intense moments of the rescue and the heroic efforts of the rescue team.

#Uttarakhand #Rescue #LiveRescue


🔊 LIKE ➡ SHARE ➡ SUBSCRIBE

For More Updates:

English: https://newsable.asianetnews.com/

Hindi: https://hindi.asianetnews.com/

Malayalam: https://www.asianetnews.com/

Kannada: https://kannada.asianetnews.com/

Tamil: https://tamil.asianetnews.com/

Telugu: https://telugu.asianetnews.com/

Bengali: https://bangla.asianetnews.com/

Like us on Facebook: https://www.facebook.com/AsianetNewsa...

Follow us on Twitter:  https://twitter.com/AsianetNewsEN

Follow us on Instagram: https://www.instagram.com/ann.newsable/

➡ If you like our video, give us a thumbs up and subscribe to our channel to get the daily dosage of news, entertainment, sports and more.",2024-07-28T02:30:14Z,UCekbhIcWL_x4bYVZPZZi0iw,Asianet Newsable,25,[],PT15S,hd,false,35441856,922175,0,0,3508
AaZFEbBm8uo,Julien Alfred takes gold! 🥇 Women's 100m Final! | #Paris2024 highlights,"📺 Watch all the #Paris2024 action LIVE! ➡️ https://go.olympics.com/watch

Julien Alfred dominates the women's 100m, winning gold for Saint Lucia with an incredible time of 10.72 seconds. This marks Saint Lucia's FIRST EVER OLYMPIC MEDAL! Sha’Carri Richardson takes the silver with a time of 10.87 seconds, and the bronze goes to Melissa Jefferson of the USA, who finished with a time of 10.92 seconds. Congratulations to all the medalists!

#Olympics #Paris2024 #Olympics2024
_____________________________________________________
🇫🇷 Latest #Paris2024 Highlights, right here on YouTube: http://oly.ch/Subscribe 
🇨🇳 #Beijing2022: https://oly.ch/B22Replays
🇯🇵 #Tokyo2020: https://oly.ch/T20Replays
🗞️ Noticias del mundo olímpico: https://oly.ch/News",2024-08-03T21:07:36Z,UCTl3QQTvqHFjurroKxexy2Q,Olympics,17,"['Athletics', 'Olympic Games', 'Paris 2024', 'Sports']",PT3M1S,hd,false,480103,5599,0,0,479
1bpJB_Ix8ek,Disparos en la colectora de la General Paz: ladrón atropelló a los policías que lo quisieron detener,"SUSCRIBITE A NUESTRO CANAL AHORA 👉 https://clar.in/3Hem3wN
Ocurrió en General Paz y Scapino, a la altura de Villa Lugano. Un policía resultó herido.

🤜 Mantenete siempre informado en https://clarin.com 🤛
👉 Seguinos en Instagram: https://instagram.com/clarincom
👉 Seguinos en Twitter: https://twitter.com/clarincom
👉 Seguinos en Facebook: https://facebook.com/clarincom
👉 Seguinos en TikTok: https://tiktok.com/@clarincom
👉 Seguinos en Spotify: https://clar.in/spotify",2024-07-22T21:00:39Z,UCjMGMWnToRcQRqmyVB4R2xQ,CLARÍN,25,"['Clarín', 'Noticias', 'Información', 'Video']",PT14S,hd,false,63098957,660628,0,0,7413
IWj3dFT6dGs,Trump says he didn't know Harris was Black  #trump #politics #nabj,"Former president Donald Trump said that Vice President Kamala Harris used to only talk about her Indian Heritage until she ""made a turn"" to talking about her identity as a Black person. 

https://thenationaldesk.com/top-videos/i-love-the-black-population-of-this-country-trump-says-to-open-national-association-of-black-journalists-convention-2024-presidential-election-joe-biden-kamala-harris-race-hispanic-white-politics 

--------------------------------------

The National Desk (TND) brings you award-winning local storytelling from Sinclair Broadcast Group's local TV newsrooms across the United States and feeds from sources throughout the world.

Like us on Facebook for live feeds, video: https://facebook.com/TND/
Follow us on Twitter: http://twitter.com/TND
Follow us on Instagram: http://instagram.com/TND
Read more & watch our videos: http://thenationaldesk.com

TND covers content from Sinclair's stations in: 
Abilene-San Angelo, TX : KTXS
Albany, GA : WFXL
Albany, NY : WRGB 
Amarillo, TX : KVII
Asheville, NC : WLOS
Austin , TX : KEYE
Bakersfield, CA : KBAK/KBFX
Baltimore : WBFF
Beaumont, TX : KFDM/KBTV
Birmingham, AL : WBMA
Boise, ID : KBOI/KYUU
Bristol, VA : WCYB
Cedar Rapids, IA : KGAN/KFXA
Champaign, IL : WCCU
Charleston, SC : WCIV
Charleston, WV : WCHS/WVAH
Chattanooga, TN : WTVC
Cincinnati, OH : WKRC/WSTR
Columbia, SC : WACH
Columbus, OH : WSYX/WTTE
Dayton, OH : WKEF/WRGT
El Paso, TX : KFOX/KDBC
Eugene, OR : KVAL/KMTR
Eureka, CA : KAEF
Flint, MI : WEYI/WBSF
Fresno, CA : KMPH
Gainesville, FL : WGFL
Green Bay, WI : WLUK
Greenville-New Bern, NC : WCTI
Harlingen, TX : KGBT
Harrisburg, PA : WHP
Jefferson City, MO : KRCG
Johnstown, PA : WJAC
Kalamazoo-Grand Rapids, MI : WWMT
Kirksville-Ottumwa, IA : KTVO
Las Vegas, NV : KSNV
Lewiston, ID : KLEW
Lincoln, NE : KHGI/KWNB
Little Rock, AR : KATV
Lynchburg, VA : WSET
Macon, GA : WGXA
Medford, OR : KTVL 
Mobile, AL : WPMI
Myrtle Beach, SC : WPDE
Nashville, TN : WZTV
Oklahoma City : KOCB/KOKH
Pasco, WA : KEPR
Pensacola, FL : WEAR/WFGX
Portland, ME : WGME/WPFO
Portland, OR : KATU/KUNP
Providence, RI : WJAR
Quincy-Hannibal, IL : KHQA
Redding-Chico, CA : KRCR
Reno, NV : KRNV/KRXI
Rochester, NY : WHAM
Salt Lake City : KUTV
San Antonio, TX : KABB/WOAI
Savannah, GA : WTGS
Seattle, WA : KOMO/KUNS
Sioux City, IA : KMEG/KPTH
South Bend, IN : WSBT
Springfield, IL : WICS
Steubenville, OH : WTOV
Syracuse, NY : WSTM
Toledo, OH : WNWO
Traverse City, MI : WPBN
Tulsa, OK : KTUL
Washington DC : WJLA
West Palm Beach, FL : WPEC
Wilkes-Barre, PA : WOLF
Yakima, WA : KIMA

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-07-31T20:36:23Z,UCvAnclelY8eSq8GyPE19KTw,The National Desk,25,"['News', 'The National Desk', 'TND', 'Reporting', 'Local News']",PT42S,hd,false,3165460,93270,0,0,11303
PDGNj_FcjHU,Growing An Ear In Your Arm 😨,,2024-07-20T14:30:18Z,UCvz84_Q0BbvZThy75mbd-Dg,Zack D. Films,19,[],PT30S,hd,false,68767827,3003243,0,0,23788
t6xAeYlCgEQ,Yadda zanga-zanga ta koma arangama tsakanin ƴan sanda da jama'a a wasu sassan Najeriya… • RFI Hausa,,2024-08-01T11:30:21Z,UCJUETRDUGM2gRBWAokKr_UA,RFI Hausa,25,"['RFI', 'Hausa']",PT2M20S,hd,false,146584,1153,0,0,59
I-dHFeNM6pI,HIGHLIGHTS | MAN CITY 4-2 CHELSEA | HAALAND HAT-TRICK!,"City wrapped up our 2024 USA Tour in memorable fashion by storming to an impressive 4-2 win over Chelsea in Columbus, Ohio in our final game Stateside.

SUBSCRIBE! http://www.youtube.com/subscription_center?add_user=mancity

http://www.mancity.com
http://www.facebook.com/mancity
http://www.twitter.com/mancity
http://www.instagram.com/mancity
https://www.tiktok.com/@mancity

About the Official Man City YouTube Channel:

Here you will find all the latest videos from Manchester City, including, all Premier League, Champions League, FA Cup and League Cup goals, highlights, behind-the-scenes footage, training and much more.

Get closer to the likes of Jack Grealish, Bunny Shaw, Kevin De Bruyne, Lauren Hemp, Erling Haaland, Joško Gvardiol, Phil Foden, Vivianne Miedema and the rest of Pep Guardiola & Gareth Taylor's teams!",2024-08-04T03:45:48Z,UCkzCjdRMrW2vXLx8mvPVLdQ,Man City,17,"['man city', 'manchester city', 'mcfc', 'man city highlights', 'man city goals', 'city', 'city vs', 'man city vs', 'man city v', 'haaland', 'chelsea', 'bobb']",PT9M36S,hd,false,3678407,61127,0,0,2403
a-s8WR4VSBY,RCCG 2024 AUGUST THANKSGIVING SERVICE || HEAVEN ON EARTH,"You are watching the RCCG Thanksgiving Service for the month of August with the theme: ''HEAVEN ON EARTH''. Ministering is Pastor E.A Adeboye.
Stay blessed.

#DoveTelevision
#DoveTv
#OHPrimeTv",2024-08-04T10:55:05Z,UCbgM7xAXYYB6eX_CipYlTQw,DOVE TELEVISION,24,[],PT3H40M32S,hd,false,71632,1192,0,0,6
MpQNfyYZBSw,Extremely cruel punishment. #shorts,Movie name：The Stoning of Soraya M.,2024-07-29T00:28:01Z,UCp6Z-WANhsFcPkP3cR0wtUA,FlickFrenzy,1,[],PT1M,hd,false,1024330,70306,0,0,408
p1plYjtcsoI,Had to restart my life,,2024-07-29T23:00:45Z,UC_k6e2PPDUnxEdMJC9Q044g,Adam W,23,[],PT28S,hd,false,4208376,196542,0,0,532
mPeSPQZu6r0,ABUJA TRIP | Brodashaggi | Mr Macaroni | Mummy Wa | Motunde,"Chief Debo is eager to have an amazing time and has enlisted Shaggi to manage key arrangements and roles. Will Shaggi’s signature chaos derail the plans, or will this Abuja trip turn out to be a success for everyone involved? Discover whether Shaggi will deliver or cause a hilarious disaster! Don't forget to LIKE, SHARE, COMMENT & SUBSCRIBE!

Hey, subscribe to the channel and watch lots of interesting videos: 
https://www.youtube.com/channel/UCG6orNVuXIICv9_ifH6msIA
Here you will find a lot of funny videos, funny moments and short films!",2024-07-27T19:00:23Z,UCG6orNVuXIICv9_ifH6msIA,official BRODA SHAGGI,23,"['broda shaggi', 'brodashaggi', 'nollywood', 'nollywood movies', 'nigerian movies', 'short film', 'short films', 'film', 'funny moments', 'funny video', 'funny videos', 'funny', 'nollywood movies 2024', 'nigerian films', 'Nigeria', 'comedy', 'comedy video', 'comedy movies', 'african movies', 'full movies', 'nigeria', 'try not to laugh', 'nollywood full movies', 'top funny video', 'funny comedy', 'new nigerian movies', 'best comedy', 'new movies', 'ABUJA TRIP', 'Mr Macaroni', 'Macaroni', 'Mummy Wa', 'Motunde']",PT18M57S,hd,false,363423,13828,0,0,962
0jtZxepjhjI,Customer care means everything to Appa!,"Just to let you know Appa gets us mixed up 50% of the time!


➤ This clip is from Kim's Convenience. Stream full episodes, for free, on CBC Gem: https://gem.cbc.ca/kims-convenience

➤ Subscribe: 
http://bit.ly/CBC-Subscribe


---


About CBC Gem:
CBC Gem offers the full programming slate, from drama to documentaries to sports. CBC Gem is available for free via Apple TV and Google Chromecast and as an App for iOS, tvOS, Fire TV, Android TV, Android phones and tablets, LG and Samsung Smart TVs, Roku, Xbox One/S/X, and and online at https://gem.cbc.ca


---


About CBC:
Welcome to the entertainment side of CBC, Canada’s public broadcaster. CBC is dedicated to creating content with original voices that inspire and entertain. Watch sneak peeks and trailers, behind-the-scenes footage, full episodes, original web series, digital exclusives and more.

Connect with CBC Online:
TikTok: https://www.tiktok.com/@cbc
Instagram: https://www.instagram.com/cbc
Facebook: https://www.facebook.com/cbc
Twitter: https://twitter.com/cbc


---


We encourage thoughtful comments and respectful discussion. Before commenting, please review our community guidelines:  http://www.cbc.ca/aboutcbc/discover/submissions.html",2024-07-27T16:00:04Z,UC5ujvySyX2svDmsle_--dpA,CBC,24,[],PT58S,hd,false,10976468,905316,0,0,2811
A5iPaHZZ4Rw,Chelsea 3-0 Club America | HIGHLIGHTS | Chelsea FC USA Tour 2024,"Highlights of Chelsea's 3-0 victory against Mexico's Club America in the third pre-season match of their 2024 USA Tour at the Mercedes-Benz Stadium in Atlanta. With goals from Christopher Nkunku, Marc Guiu and Noni Madueke.

Subscribe to our channel here: 
https://www.youtube.com/chelseafc?sub_confirmation=1

#Chelsea #ChelseaFC #Football #Soccer #bluesintheusa #chelseahighlights #chelseavsclubamerica  #clubamerica  

---
RECOMMENDED PLAYLISTS:

USA Tour 2024:
https://www.youtube.com/playlist?list=PLx6bGx4zt6EmLV-AJ5d6tpWkb7ql4Z8YB

Men's Training | 2024/25:
https://www.youtube.com/playlist?list=PLx6bGx4zt6EltzuxVp96mzcf9NXdJiYuL

Chelsea New Signings | 2024/25:
https://www.youtube.com/playlist?list=PLx6bGx4zt6ElZ3iy0uq9I7OerS1lvv-Xm

Enzo Maresca | 2024/25:
https://www.youtube.com/playlist?list=PLx6bGx4zt6ElIXL1XhFvy9EBo73jtjupy
---
Download Chelsea FC's official mobile app for EXCLUSIVE content: 
http://che.lc/5thstand

For all the latest updates, team news and launches, visit:
http://che.lc/YTwebsite

---
ABOUT CHELSEA FOOTBALL CLUB 

Founded in 1905, Chelsea Football Club is an English professional football club based in Fulham, West London with Stamford Bridge as the home of the club. Competing in the Premier League - the top division of English football, the club has had many successes, winning five Premier League titles. The club won their first major honour, the League championship in 1955, followed by the FA Cup in 1970, their first European honour, the Cup Winners' Cup in 1971, and became the third English club to win the Club World Cup in 2022. 

As the Pride of London, Chelsea FC is one of the most success clubs in terms of overall trophies won. They are the only club to have won all three major European competitions twice and have taken the crown domestically, winning six league titles, eight FA Cups, five League Cups, and four FA Community Shields. Internationally, Chelsea have won the UEFA Champions League, the UEFA Europa League, the UEFA Cup Winners' Cup and the UEFA Super Cup twice each, and the FIFA Club World Cup once since their inception.

The Chelsea YouTube channel provides access to all the build-up, training and behind-the-scenes moments and matchday action along with all the unseen edits and player focus from Reece James, Cole Palmer and Enzo Fernandez to Sam Kerr, Lauren James and many more. It’s the only channel where you’ll get an authentic look at this great club including memorable nights with world-class heroes such as Peter Osgood, Gianfranco Zola, Frank Lampard, John Terry, Didier Drogba & Eden Hazard.",2024-08-01T03:26:31Z,UCU2PacFf99vhb3hNiYDmxww,Chelsea Football Club,17,"['chelsea', 'chelsea fc', 'fc chelsea', 'cfc', 'chelsea football club', 'football', 'soccer', 'sport', 'chelsea tv', '첼시', 'челси', 'chelsea usa tour', 'usa tour 2024', 'chelsea usa tour 2024', 'chelsea highlights', 'chelsea fc 2024-25', 'christopher nkunku penalty vs club america', 'chelsea 3-0 club america', 'club america mexico', 'mercedes-benz stadium', 'atlanta georgia', 'marc guiu first goal for chelsea', 'marc guiu header vs club america', 'noni madueke penalty vs club america']",PT4M8S,hd,false,1096410,21352,0,0,861
cA_gFRbEU9o,Protest: Nigerians Defy Tinubu's Order,"Find me on Instagram: http://www.instagram.com/adeolafayehun
Twitter: http://www.twitter.com/adeolafayehun
Facebook: http://www.facebook.com/adeolafayehun

#endbadgovernanceinnigeria #nigeria #tinubu #nigeriannews #revolution #revolutionnow #daysofrage #adeolafayehun #journalism #journalist #africanjournalist #endbadgovernaceprotest #protinubuprotesters #abujaprotest #abuja #africa #protest #africannews #kano #Lagos",2024-08-02T06:09:46Z,UCLbiHTTFeFBTvcU_D98PCYw,Adeola Fayehun,24,[],PT8M6S,hd,false,139597,4540,0,0,604
2T9E8aCoARc,The teacher has superpowers. #comedy,,2024-07-25T13:30:02Z,UCyuT3ByiV2ALvKQ6boMqdFA,Pocket Cine,1,[],PT56S,hd,false,5420561,134103,0,0,353
Rde0TV1Rtto,School as soon as you leave 😭,,2024-07-28T14:04:42Z,UCxd6ifFZycyUB45d2t9VPQw,TheMermaidscales,24,[],PT19S,hd,false,8857411,594618,0,0,4781
4uxnL4KenhM,"COVENANT DAY OF BREAKING GENERATIONAL CURSES SERVICE | 4, AUGUST 2024 | FAITH TABERNACLE OTA.","Welcome to Our Covenant Day of Breaking Generational Curses Service.
If you have recently given your life to Christ, kindly complete the decision form at
https://faithtabernacle.org.ng
Please visit our website for more details and check in to this online worship experience @ https://faithtabernacle.org.ng/mediacenter
You can also send in your testimonies and prayer requests to testimonies@lfcww.org, testimonies@davidoyedepo.com, info@lfcww.org, and contactcenter@lfcww.org.
We are also on
Website: https://faithtabernacle.org.ng 
Facebook: https://facebook.com/WinnersWld
Twitter: https://twitter.com/WinnersWld 
Instagram: https://instagram.com/Davidoyedepomin
 #FORTUNE2024",2024-08-04T11:48:20Z,UCyUKtrMdDilf74SPkCCKKtw,Living Faith Church Worldwide,29,[],PT6H32M8S,hd,false,128098,0,0,0,0
22PZP1dedPE,Why Is He Unhappy…?,,2024-07-26T15:01:14Z,UC5gxP-2QqIh_09djvlm9Xcg,Alan Chikin Chow,24,[],PT26S,hd,false,68912310,4265523,0,0,12283
Md1RptxnOzQ,MID NIGHT PRAYER COMMANDING THE DAY-HELP FROM ABOVE. 02-08-2024,MID NIGHT PRAYER COMMANDING THE DAY-HELP FROM ABOVE. 02-08-2024,2024-08-02T23:48:39Z,UC0pFEFO86OwhVUcqAQ4ICjQ,Dunamis TV,29,"['drpaulenenche', 'drbeckyenenche', 'dunamis', 'theglorydome', 'faith', 'church', 'revivaltoday']",PT1H40M,hd,false,168274,8212,0,0,992
KkzKQHXgzo4,Crypto Basics: Four Types of Blockchain Explained,"🔥 Explore crypto basics with HOT:
- What is Public blockchains 
- Private and Consortium Blockchains
- Hybrid Blockchains
- Cross-Chain Bridges

Subscribe to stay updated and learn more about crypto 🚀

➡️ Start mining HOT: https://t.me/herewalletbot 
➡️ Learn more: https://hotdao.ai 

#blockchain #simplyexplained #crypto #bitcoin #cryptocurrency 

DISCLAIMER
The content provided on the HOT DAO social media accounts is not intended to be financial advice. The videos and information shared are for educational and entertainment purposes only.  Cryptocurrencies involve significant risks, and it is crucial that you conduct your own research before making any investment decisions.",2024-07-26T09:14:57Z,UCZHe9Al48-PExRfFO0SVsqQ,HOT Protocol,28,"['Hot wallet', 'crypto', 'cryptocurrency', 'blockchain', 'digital currency', 'crypto news', 'Web3', 'crypto wallet', 'Crypto Technology', 'token', 'crypto podcast', 'bitcoin mining', 'btc', 'crypto coin', 'crypto for beginners', 'crypto mining', 'bitcoin', 'defi', 'simply explained', 'crypto explained', 'crypto world', 'proof of work vs proof of stake', 'ethereum', 'eth', 'blockchain technology', 'crypto basics', 'what is blockchain', 'what is crypto', 'smart contract', 'blockchain tutorial', 'blockchain explained', 'crypto guide', 'hot wallets']",PT2M36S,hd,false,1747833,58564,0,0,3891
5JUlNlGqnlw,World’s Largest Jello Pool,,2024-07-25T16:36:40Z,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,28,[],PT1M,hd,true,109970554,5099458,0,0,5151
ZzJZ0FgciwE,Nigeria Protest Live | Nigerians Protest Against The High Cost Of Living In Abuja |Live News | N18G,"Nigeria Protest Live | Nigerians Protest Against The High Cost Of Living In Lagos | Live News | N18G

Demonstrators gather as they participate in an anti-government demonstration to protest against bad governance and economic hardship in Abuja, Nigeria 

#Nigeria #Economy #news18live 
n18oc_live

News18 Mobile App - https://onelink.to/desc-youtube",2024-08-02T01:36:49Z,UCef1-8eOpJgud7szVPlZQAQ,CNN-News18,25,"['news18', 'cnn news18', 'latest news', 'Nigerians Protest Against The High Cost Of Living In Abuja', 'Nigerians Protest Against The High Cost Of Living latest', 'Nigerians Protest Against The High Cost Of Living', 'Nigerians Protest news', 'Nigerians Protest live', 'Nigerians Protest updates', 'Nigerians Protest latest news', 'Nigerians Protest latest today', 'Nigerians Protest news18 live', 'Nigerians Protest', 'nigeria economy']",PT11H54M57S,hd,false,477848,3263,0,0,46
Z2L51xr45As,Rema - AZAMAN (Official Music Video),"Stream 'HeIs' by Rema - https://rema.lnk.to/HEIS
 
Follow Rema:
Website: https://www.heisrema.com/
Instagram: https://www.instagram.com/heisrema/
Twitter: https://twitter.com/heisrema
TikTok: https://www.tiktok.com/@badboyrema
Discord: https://discord.com/invite/heisrema
Facebook: https://www.facebook.com/heisrema/

Music video by Rema performing AZAMAN. © 2024 Mavin Global Holdings Ltd / Jonzing World Entertainment, distributed by Interscope Records and UMG Commercial Services.

http://vevo.ly/jabxmk",2024-07-26T15:00:06Z,UCAFtWgoo_ajQQ47vRuc7Vxw,RemaVEVO,10,"['Rema', 'AZAMAN', 'Universal', 'Music', 'International', 'Company', 'Limited', 'Afrobeats']",PT2M39S,hd,false,1791294,46747,0,0,2073
9hqg5KFAMkQ,❤️ 'THAT'S MY SON!' | Josh Nichols' mother watches him make Arsenal debut,"Subscribe to the Official Arsenal YouTube Channel: https://arsn.al/youtube
Follow us on Facebook: https://arsn.al/facebook
Follow us on Twitter: https://arsn.al/twitter
Follow us on Instagram: https://arsn.al/instagram
Follow us on TikTok: https://arsn.al/tiktok

This is the Official YouTube channel for Arsenal Football Club.

For more match action, highlights and training videos, make sure you become a digital member and sign up to Arsenal Player. It's FREE and is the Home of the Game: https://arsn.al/arsenalplayer

Arsenal Football Club were formed in 1886 and amassed 13 League titles, 14 FA Cups. Some of their greatest players include: Thierry Henry, Dennis Bergkamp, Tony Adams, Ian Wright, Robert Pires, Liam Brady, Patrick Vieira, Cliff Bastin and Charlie George.",2024-07-25T20:10:02Z,UCpryVRk_VDudG8SHXgWcG0w,Arsenal,17,"['arsenal', 'odeguard', 'odegaard', 'sacka', 'saka', 'Josh Nichols', 'haverts', 'havertz']",PT19S,hd,false,835349,31139,0,0,389
jYOwK2zKho4,开门竟然看见这一幕，看我怎么拿奖牌揍你#funny #cutebaby #萌娃 #搞笑 #twins,"我们的视频会遵循儿童安全标准，避免包含任何可能对其产生负面影响的情节，其中任何画面和环境都是在舒适且安全的情况下拍摄的，并且能完全确保儿童安全，未产生任何不适。
哈喽，大家好，我是一只小妤宝~
🐶 记录小妤宝美好快乐生活
☀️ 一定要大笑！一定要开心哦！
🔥 开心就好，开心就比不开心好！
喜欢我的记得点击订阅哦~",2024-07-27T02:00:21Z,UCoSCJiDgfvjPhsTrVUhXqKA,一只小妤宝,22,"['小妤宝', '可爱的小孩', '带娃', '夫妻日常', '家庭日常', '搞笑', '成长', '萌娃', '人类幼崽', '萌娃搞笑日常']",PT36S,hd,false,30201962,285076,0,0,247
